Run: 0
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011270, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.009555, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.069894, p_j: 0.000340, rej: 1 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.074091, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 5, found best: 5, queries: 119 
alpha_j: 0.077703, p_j: 0.003735, rej: 1 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.080811, p_j: 0.000164, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 67 
alpha_j: 0.083486, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 153 
alpha_j: 0.018156, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 199 
alpha_j: 0.015464, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 183 
alpha_j: 0.012860, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 3, found best: 3, queries: 125 
alpha_j: 0.079309, p_j: 0.046401, rej: 1 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.082193, p_j: 0.012982, rej: 1 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.084676, p_j: 0.750972, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.018414, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 103 
alpha_j: 0.084245, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.018321, p_j: 0.011724, rej: 1 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.083887, p_j: 0.675779, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.018243, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.015538, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.012922, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010955, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 105 
alpha_j: 0.009477, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 111 
alpha_j: 0.008338, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.075612, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.016443, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.014005, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011647, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 93 
alpha_j: 0.009874, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 87 
alpha_j: 0.008542, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.007516, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.006704, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 7, found best: 1, queries: 200 
alpha_j: 0.006048, p_j: 0.103706, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.005508, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 193 
alpha_j: 0.005055, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.004670, p_j: 0.000377, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.065627, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.014272, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.012156, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010109, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.008570, p_j: 0.000063, rej: 1 
The hyp is : 1
true best: 8, found best: 8, queries: 73 
alpha_j: 0.064130, p_j: 0.000211, rej: 1 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.069131, p_j: 0.000389, rej: 1 
The hyp is : 1
true best: 5, found best: 5, queries: 89 
alpha_j: 0.073435, p_j: 0.025891, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.077138, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.016775, p_j: 0.270413, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.014288, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011882, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.010074, p_j: 0.013766, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008714, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.007667, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.006840, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 157 
alpha_j: 0.006170, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.005619, p_j: 0.005425, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.068053, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.014799, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.070444, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.015319, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013048, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 69 
alpha_j: 0.010851, p_j: 0.007249, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.069097, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.015026, p_j: 0.198596, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 129 
alpha_j: 0.012798, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010643, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009023, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 133 
alpha_j: 0.007806, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 1, queries: 200 
alpha_j: 0.006868, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006127, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.005527, p_j: 0.073174, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.005033, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.004619, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.004267, p_j: 0.000056, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.061173, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 45 
alpha_j: 0.013303, p_j: 0.011663, rej: 1 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.064731, p_j: 0.034311, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 35 
alpha_j: 0.069648, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.015146, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.012900, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010728, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.009096, p_j: 0.002641, rej: 1 
The hyp is : 1
true best: 5, found best: 5, queries: 131 
alpha_j: 0.067206, p_j: 0.030961, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.071778, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 59 
alpha_j: 0.015609, p_j: 0.000001, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.073536, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.015992, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.074996, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.016309, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 1, queries: 200 
alpha_j: 0.013891, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 85 
alpha_j: 0.011552, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 159 
alpha_j: 0.009794, p_j: 0.000059, rej: 1 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.071296, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.075297, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 57 
alpha_j: 0.016375, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013947, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 187 
alpha_j: 0.011599, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.009833, p_j: 0.065905, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 67 
alpha_j: 0.008507, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.070340, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 83 
alpha_j: 0.015297, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.013029, p_j: 0.000240, rej: 1 
The hyp is : 1
true best: 2, found best: 2, queries: 117 
alpha_j: 0.070526, p_j: 0.042397, rej: 1 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.074635, p_j: 0.898373, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.016231, p_j: 0.040121, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013824, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011497, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009747, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008432, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.007419, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.006618, p_j: 0.845228, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.005970, p_j: 0.037412, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.005437, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 143 
alpha_j: 0.004989, p_j: 0.002260, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.065602, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 181 
alpha_j: 0.014266, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.012151, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.010105, p_j: 0.000984, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 99 
alpha_j: 0.065306, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.014202, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.012096, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010060, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008528, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.007378, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.062856, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.013669, p_j: 0.106466, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011642, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009682, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 85 
alpha_j: 0.008209, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.007101, p_j: 0.000004, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.061022, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.013270, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011303, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009400, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 95 
alpha_j: 0.007969, p_j: 0.004620, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 57 
alpha_j: 0.060609, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 81 
alpha_j: 0.013180, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011226, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 125 
alpha_j: 0.009336, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 75 
alpha_j: 0.007915, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006847, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006024, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 147 
alpha_j: 0.005374, p_j: 0.005188, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 51 
alpha_j: 0.057749, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.012559, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010696, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008896, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 139 
alpha_j: 0.007542, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 95 
alpha_j: 0.058106, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 135 
alpha_j: 0.012636, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.062185, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013523, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011518, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009579, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 89 
alpha_j: 0.008121, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.007025, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006181, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 155 
alpha_j: 0.005514, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.004974, p_j: 0.238120, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.004530, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.004157, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003840, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003568, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 93 
alpha_j: 0.003332, p_j: 0.000001, rej: 1 
The hyp is : 1
true best: 4, found best: 4, queries: 200 
alpha_j: 0.055486, p_j: 0.328097, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.012067, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010277, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 71 
alpha_j: 0.008547, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 53 
alpha_j: 0.007246, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006268, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.005515, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.004920, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 1, queries: 200 
alpha_j: 0.004439, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.004042, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003709, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003427, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 157 
alpha_j: 0.003184, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002973, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002788, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002624, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002478, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002348, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 4, found best: 4, queries: 111 
alpha_j: 0.002230, p_j: 0.002228, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.049273, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 51 
alpha_j: 0.010715, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 165 
alpha_j: 0.009126, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.007590, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 167 
alpha_j: 0.006435, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.005566, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.004898, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.004369, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003941, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003589, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003294, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003043, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002827, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002640, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002476, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002330, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 117 
alpha_j: 0.002201, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002085, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001981, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001886, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001800, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 101 
alpha_j: 0.001722, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001649, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001583, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 111 
alpha_j: 0.001522, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 133 
alpha_j: 0.043900, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
